ID,GEO_REFERENCIA,DATA_NASCIMENTO,PROFISSAO,GENERO,ESTADO_CIVIL,VALOR_01,VALOR_02,VALOR_03,VALOR_04,PERFIL
1303,301,8/6/70,MÉDICO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4285.71,57142.86,0.00,1428.57,B
1304,802,3/9/65,SERVIDOR PÚBLICO MUNICIPAL,F,DIVORCIADO(A),1000.00,16219.31,0.00,31428.57,A
1305,222,5/11/81,ECONOMISTA,M,SOLTEIRO(A),1857.14,0.00,3040.00,2171.43,B
1306,56,9/27/74,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),3714.29,47061.24,27313.19,5714.29,B
1307,22,3/7/90,ENGENHEIRO,M,SOLTEIRO(A),1485.71,12571.43,0.00,2857.14,A
1308,222,8/25/68,EMPRESÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4285.71,157142.86,5714.29,2857.14,B
1309,880,9/10/82,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1714.29,0.00,0.00,0.00,A
1310,305,5/12/98,ESTUDANTE,M,SOLTEIRO(A),200.29,0.00,0.00,0.00,A
1311,359,10/6/83,ADVOGADO,M,UNIAO ESTAVEL,914.29,0.00,0.00,1428.57,A
1312,226,1/28/78,AUTÔNOMO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1428.57,257142.86,1142.86,1010.55,B
1313,42,10/25/65,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,VIUVO(A),1714.29,85714.29,1378.29,83.11,A
1314,170,2/3/79,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,M,SOLTEIRO(A),1000.00,0.00,0.00,0.00,A
1315,54,2/8/86,ENGENHEIRO,M,SOLTEIRO(A),4285.71,50847.20,65687.71,39991.58,D
1316,230,10/14/74,AUTÔNOMO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),714.29,0.00,0.00,0.00,A
1317,790,8/30/67,RELAÇÕES PÚBLICAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),857.14,27142.86,2764.39,0.00,B
1318,748,1/20/88,ADVOGADO,M,SOLTEIRO(A),857.14,0.00,0.00,0.00,A
1319,603,12/5/92,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),528.57,0.00,0.00,0.00,B
1320,858,12/24/55,SERVIDOR PÚBLICO FEDERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),7714.29,285714.29,102857.14,654.74,B
1321,660,12/17/87,MILITAR EM GERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),571.43,0.00,0.00,7142.86,A
1322,130,11/21/75,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2857.14,14322.50,6055.80,11822.98,D
1323,97,4/14/87,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1485.71,0.00,0.00,0.00,A
1324,360,5/12/81,PENSIONISTA,F,CASADO(A) COM BRASILEIRO(A) NATURALIZADO(A),257.14,0.00,8.57,0.00,C
1325,315,11/12/61,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,M,CASADO(A) COM BRASILEIRO(A) NATO(A),857.14,0.00,0.00,14285.71,B
1326,332,5/29/87,ESTUDANTE,F,SOLTEIRO(A),371.43,0.00,0.00,0.00,A
1327,286,11/26/85,ESTUDANTE,M,SOLTEIRO(A),228.57,0.00,0.00,0.00,A
1328,38,2/8/81,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,F,CASADO(A) COM BRASILEIRO(A) NATO(A),657.14,0.00,0.00,0.00,A
1329,737,1/27/85,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1881.37,0.00,0.00,0.00,A
1330,305,11/13/89,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,F,SOLTEIRO(A),392.27,15.01,0.00,0.00,A
1331,130,9/1/87,MÉDICO,F,SOLTEIRO(A),1857.14,1505.93,0.00,14.20,A
1332,95,11/5/79,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2857.14,8571.43,0.00,8571.43,A
1333,892,7/11/82,TÉCNICO DE ELETRICIDADE,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1142.86,0.00,0.00,0.00,A
1334,707,11/14/66,BANCARIO E ECONOMIÁRIO,M,SOLTEIRO(A),2119.27,0.00,10414.67,1386.87,A
1335,56,12/20/94,ESTUDANTE,M,SOLTEIRO(A),214.29,0.00,0.00,2857.14,B
1336,288,12/8/78,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4285.71,0.00,0.00,0.00,B
1337,185,4/11/90,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1285.71,20125.81,0.00,25714.29,A
1338,898,12/3/87,MILITAR EM GERAL,M,UNIAO ESTAVEL,1428.57,1428.57,0.00,0.00,A
1339,306,9/9/65,SERVIDOR PÚBLICO ESTADUAL,M,SOLTEIRO(A),2857.14,0.00,0.00,2857.14,B
1340,230,12/29/81,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),457.14,0.00,0.00,0.00,A
1341,90,11/24/81,ADMINISTRADOR,M,SOLTEIRO(A),1228.57,0.00,1714.29,30000.00,B
1342,46,3/30/78,ADMINISTRADOR,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1428.57,0.00,0.00,0.00,A
1343,50,9/13/90,ESTUDANTE,M,SOLTEIRO(A),2857.14,0.00,0.00,0.00,A
1344,132,6/15/87,PUBLICITÁRIO,M,UNIAO ESTAVEL,857.14,0.00,0.00,0.00,A
1345,580,4/22/83,BANCARIO E ECONOMIÁRIO,F,SOLTEIRO(A),1428.57,43079.32,0.00,14285.71,A
1346,823,7/20/65,CORRETOR DE IMÓVEIS,M,CASADO(A) COM BRASILEIRO(A) NATURALIZADO(A),857.14,46571.43,6571.43,714.29,B
1347,148,6/16/79,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1828.57,0.00,7788.57,21.72,C
1348,36,6/5/84,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),2350.63,89142.86,0.00,0.00,A
1349,113,5/8/84,ENFERMEIRO E NUTRICIONISTA,M,CASADO(A) COM BRASILEIRO(A) NATO(A),428.57,0.00,0.00,0.00,A
1350,418,2/19/86,ENGENHEIRO,M,SOLTEIRO(A),4285.71,128571.43,0.00,0.00,A
1351,881,10/26/86,EMPRESÁRIO,M,UNIAO ESTAVEL,571.43,0.00,0.00,0.00,A
1352,584,3/9/84,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1428.57,0.00,285.71,0.00,A
1353,110,10/25/82,ESTUDANTE,M,SOLTEIRO(A),771.43,158571.43,857.14,14.29,C
1354,815,7/16/79,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),2857.14,0.00,13714.29,8571.43,B
1355,52,2/4/94,BANCARIO E ECONOMIÁRIO,F,SOLTEIRO(A),962.57,0.00,0.00,0.00,A
1356,132,10/21/87,ADVOGADO,F,SOLTEIRO(A),7428.57,32285.71,0.00,32285.71,C
1357,131,1/16/89,MILITAR EM GERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),857.14,0.00,0.00,0.00,A
1358,722,4/13/68,SERVIDOR PÚBLICO FEDERAL,F,UNIAO ESTAVEL,1211.04,0.00,0.00,0.00,A
1359,290,9/4/86,ENGENHEIRO,M,SOLTEIRO(A),285.71,1179.36,0.00,6685.71,A
1360,134,7/18/77,AUTÔNOMO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2857.14,3147.03,0.00,23.58,A
1361,301,6/17/64,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),5714.29,425253.21,0.00,42463.01,A
1362,41,11/6/65,AUTÔNOMO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4000.00,428571.43,0.00,0.00,A
1363,260,9/14/95,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),571.43,0.00,0.00,0.00,A
1364,706,5/4/59,APOSENTADO (EXCETO FUNCIONÁRIO PÚBLICO),M,CASADO(A) COM BRASILEIRO(A) NATO(A),2857.14,188571.43,0.00,0.00,A
1365,182,8/24/78,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),857.14,0.00,0.00,5.63,B
1366,43,7/17/82,BANCARIO E ECONOMIÁRIO,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1142.86,0.00,0.00,0.00,B
1367,490,9/24/47,ENGENHEIRO,M,UNIAO ESTAVEL,828.57,157142.86,6857.14,57426.47,A
1368,56,10/26/85,CORRETOR DE IMÓVEIS,M,SOLTEIRO(A),1142.86,571.43,0.00,0.00,A
1369,322,1/24/79,EMPRESÁRIO,M,SOLTEIRO(A),1857.14,18000.00,457.14,85.71,B
1370,242,3/16/89,MÉDICO,M,SOLTEIRO(A),1714.29,0.00,0.00,0.00,C
1371,581,7/18/73,MILITAR EM GERAL,F,UNIAO ESTAVEL,857.14,0.00,0.00,0.00,A
1372,63,11/4/73,EMPRESÁRIO,M,SOLTEIRO(A),4498.83,3971.68,0.00,3571.43,A
1373,57,5/31/72,ANALISTA DE SISTEMAS,F,SOLTEIRO(A),1857.14,0.00,0.00,0.00,A
1374,856,4/10/86,SERVIDOR PÚBLICO ESTADUAL,M,SOLTEIRO(A),1367.14,0.00,0.00,0.00,A
1375,40,9/5/89,ANALISTA DE SISTEMAS,F,SOLTEIRO(A),1428.57,0.00,0.00,0.00,A
1376,900,11/7/85,ANALISTA DE SISTEMAS,M,UNIAO ESTAVEL,914.29,0.00,0.00,0.00,A
1377,640,9/16/72,ADVOGADO,M,DESQUITADO(A),3356.86,0.00,168647.47,2628.57,B
1378,70,10/23/86,ENGENHEIRO,M,SOLTEIRO(A),2104.86,0.00,0.00,0.00,A
1379,97,10/16/83,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1723.14,17191.02,0.00,431.84,D
1380,230,8/1/83,TÉCNICO DE CONTABILIDADE E DE ESTATÍSTICA,M,CASADO(A) COM BRASILEIRO(A) NATO(A),857.14,1428.57,637.14,0.00,B
1381,640,11/21/82,MILITAR EM GERAL,M,SOLTEIRO(A),1571.43,0.00,0.00,5714.29,B
1382,70,2/3/88,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),2285.71,1142.86,0.00,0.00,A
1383,404,7/27/91,BOLSISTA,M,SOLTEIRO(A),485.71,0.00,0.00,857.14,A
1384,868,11/5/81,CONTADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2857.14,57857.14,0.00,142.86,B
1385,860,4/4/97,BOLSISTA,M,SOLTEIRO(A),285.71,22.86,0.00,3238.15,A
1386,259,5/21/92,MECÂNICO DE MANUT DE VEÍCULOS AUTOS E MÁQUINAS,M,SOLTEIRO(A),3571.43,0.00,0.00,4285.71,A
1387,690,12/1/71,ADMINISTRADOR,M,SOLTEIRO(A),5732.50,101142.86,24090.57,1428.57,B
1388,787,1/13/81,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1114.29,314.74,4285.71,0.00,A
1389,224,4/17/91,MÉDICO,M,SOLTEIRO(A),3142.86,0.00,0.00,0.00,C
1390,255,6/29/63,AUTÔNOMO,F,CASADO(A) COM BRASILEIRO(A) NATO(A),628.57,0.00,0.00,85.71,B
1391,99,7/10/89,TÉCNICO DE ELETRICIDADE,M,CASADO(A) COM BRASILEIRO(A) NATO(A),857.14,17142.86,0.00,1150.99,A
1392,258,10/8/83,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,M,SOLTEIRO(A),857.14,4380.94,0.00,0.82,C
1393,818,12/20/74,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1000.00,0.00,0.00,0.00,B
1394,57,10/29/76,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2000.00,0.00,0.00,0.00,B
1395,61,6/12/85,BANCARIO E ECONOMIÁRIO,M,SOLTEIRO(A),1428.57,0.00,8857.14,0.00,B
1396,98,2/28/92,MECÂNICO DE MANUT DE VEÍCULOS AUTOS E MÁQUINAS,M,SOLTEIRO(A),471.43,0.00,0.00,0.00,A
1397,130,1/17/89,SERVIDOR PÚBLICO MUNICIPAL,M,UNIAO ESTAVEL,714.29,0.00,0.00,0.00,A
1398,146,6/20/91,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),857.14,0.00,0.00,0.00,A
1399,242,5/23/78,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),2857.14,190470.64,0.00,22.35,B
1400,98,4/25/80,CONTADOR,F,SOLTEIRO(A),1200.00,0.00,0.00,0.00,A
1401,923,10/19/63,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),5714.29,514285.71,185714.29,14285.71,B
1402,23,12/23/95,ESTUDANTE,F,SOLTEIRO(A),571.43,571.43,0.00,0.00,A
1403,880,10/24/46,CAPITALISTA,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4285.71,65492.49,914285.71,1428.57,B
1404,371,9/5/75,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1000.00,0.00,18777.37,9142.86,B
1405,62,10/28/92,AUTÔNOMO,M,SOLTEIRO(A),285.71,285.71,0.00,0.00,A
1406,184,12/5/88,ESTUDANTE,M,SOLTEIRO(A),400.00,0.00,0.00,0.00,A
1407,13,1/26/78,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1428.57,2857.14,1142.86,0.00,A
1408,23,6/7/94,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),377.71,3991.73,0.00,463.48,A
1409,43,1/6/84,PUBLICITÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),3428.57,0.00,0.00,0.00,A
1410,892,3/24/88,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),769.47,1852.27,0.00,5.72,A
1411,427,2/15/90,ADMINISTRADOR,M,SOLTEIRO(A),685.71,0.00,285.71,0.00,A
1412,520,3/10/87,VETERINÁRIO E ZOOTECNISTA,F,DIVORCIADO(A),1142.86,0.00,0.00,0.00,A
1413,387,1/30/82,CONTADOR,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1371.43,0.00,0.00,0.00,A
1414,310,11/28/91,ESTUDANTE,M,SOLTEIRO(A),202.86,0.00,0.00,571.43,A
1415,227,6/24/72,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),3714.29,857.14,0.00,0.00,A
1416,71,7/11/93,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,F,SOLTEIRO(A),857.14,0.00,0.00,0.00,A
1417,744,1/4/75,AUTÔNOMO,M,SOLTEIRO(A),714.29,0.00,0.00,0.00,A
1418,97,12/5/69,EMPRESÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1142.86,191428.57,21428.57,285.71,B
1419,330,3/21/84,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,F,CASADO(A) COM BRASILEIRO(A) NATO(A),493.14,0.00,5.71,7714.29,A
1420,935,5/8/86,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1428.57,15090.03,1245.71,23.37,A
1421,43,4/27/88,ADVOGADO,M,UNIAO ESTAVEL,254.29,0.00,0.00,3428.57,A
1422,205,6/6/89,ADVOGADO,F,SOLTEIRO(A),452.95,5428.57,0.00,0.00,A
1423,29,10/11/92,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,M,SOLTEIRO(A),362.52,0.00,0.00,571.43,A
1424,130,4/16/86,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2571.43,0.00,0.00,0.00,A
1425,318,6/9/93,ANALISTA DE SISTEMAS,F,SOLTEIRO(A),657.14,0.00,0.00,0.00,A
1426,61,8/22/71,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1481.71,734.54,6810.41,380.68,A
1427,122,5/31/80,TRABALHADOR METALÚRGICO E SIDERÚRGICO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),571.43,0.00,0.00,0.00,A
1428,353,6/21/62,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),1371.43,25714.29,0.00,0.00,D
1429,737,2/12/87,AUTÔNOMO,F,SOLTEIRO(A),342.86,0.00,0.00,0.00,A
1430,43,3/30/56,ESTUDANTE,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1600.00,0.00,0.00,0.00,B
1431,787,11/8/93,ESTUDANTE,M,SOLTEIRO(A),285.71,57.14,57.14,114.29,A
1432,88,8/8/88,ADMINISTRADOR,M,SOLTEIRO(A),1228.57,0.00,0.00,0.00,A
1433,867,7/1/78,ENGENHEIRO,M,SOLTEIRO(A),1428.57,0.00,0.00,6510.00,B
1434,603,11/18/91,EMPRESÁRIO,F,SOLTEIRO(A),228.57,0.00,0.00,0.00,A
1435,894,5/9/86,SERVIDOR PÚBLICO ESTADUAL,M,SOLTEIRO(A),1400.00,10000.00,17142.86,8571.43,B
1436,244,7/4/75,ODONTÓLOGO E DENTISTA,M,DESQUITADO(A),1428.57,0.00,0.00,285.71,B
1437,303,6/28/82,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2857.14,28571.43,0.00,0.00,A
1438,990,8/23/76,AGRONOMO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1142.86,32000.00,0.00,10857.14,A
1439,181,7/29/80,ARQUITETO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),571.43,0.00,0.00,0.00,A
1440,134,7/1/83,SERVIDOR PÚBLICO FEDERAL,M,UNIAO ESTAVEL,2800.00,5142.86,0.00,285.71,A
1441,859,7/28/88,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2028.57,0.00,0.00,0.00,A
1442,790,12/27/71,MÉDICO,M,UNIAO ESTAVEL,5714.29,71428.57,71428.57,428571.43,A
1443,710,2/16/83,SERVIDOR PÚBLICO FEDERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4210.88,22286.08,0.00,8857.14,A
1444,13,4/8/91,PILOTO DE AERONAVES,M,SOLTEIRO(A),1857.14,0.00,0.00,0.00,A
1445,187,7/18/81,SERVIDOR PÚBLICO FEDERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1428.57,0.00,0.00,0.00,A
1446,134,9/7/72,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),3142.86,1057.14,571.43,0.00,B
1447,33,12/4/88,PUBLICITÁRIO,F,SOLTEIRO(A),1428.57,7142.86,0.00,0.00,A
1448,955,11/21/75,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),1142.86,0.00,0.00,0.00,A
1449,67,1/11/86,ADMINISTRADOR,F,SOLTEIRO(A),971.43,0.00,0.00,0.00,A
1450,45,12/23/87,BANCARIO E ECONOMIÁRIO,F,SOLTEIRO(A),1339.14,26109.21,0.00,57.55,A
1451,751,2/5/84,CONTADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2285.71,0.00,0.00,0.00,A
1452,480,9/15/84,ADMINISTRADOR,F,SOLTEIRO(A),662.86,0.00,0.00,4285.71,A
1453,990,8/18/88,ESTUDANTE,M,SOLTEIRO(A),485.71,18571.43,0.00,0.00,A
1454,130,2/19/79,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),3142.86,8571.43,4285.71,22857.14,B
1455,227,2/20/94,ESTUDANTE,M,SOLTEIRO(A),342.86,1714.29,0.00,0.00,B
1456,340,9/6/77,EMPRESÁRIO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4285.71,0.00,0.00,17142.86,A
1457,53,10/21/76,PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL,M,UNIAO ESTAVEL,4571.43,21428.57,0.00,0.00,A
1458,78,2/2/94,AUTÔNOMO,F,SOLTEIRO(A),539.43,0.00,0.00,0.00,A
1459,22,9/20/82,PUBLICITÁRIO,M,SOLTEIRO(A),1428.57,0.00,0.00,0.00,A
1460,596,9/14/76,PROFESSOR DE ENSINO SUPERIOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1857.14,0.00,0.00,11428.57,B
1461,590,10/4/88,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),1142.86,0.00,0.00,0.00,D
1462,227,3/16/63,ENGENHEIRO,M,UNIAO ESTAVEL,4571.43,196719.71,8571.43,1428.57,A
1463,205,3/30/71,AUTÔNOMO,F,SOLTEIRO(A),1428.57,87984.90,0.00,34285.71,B
1464,209,12/11/77,ADVOGADO,M,SOLTEIRO(A),285.71,0.00,970.03,0.00,B
1465,172,3/21/60,PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL,F,CASADO(A) COM BRASILEIRO(A) NATO(A),714.29,0.00,0.00,0.00,A
1466,43,4/21/88,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,M,SOLTEIRO(A),285.71,0.00,0.00,0.00,A
1467,329,3/3/85,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1674.29,5714.29,0.00,0.00,A
1468,510,9/27/78,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2506.17,83428.57,10857.14,285.71,B
1469,366,2/16/89,PROPRIETÁRIO DE ESTABELECIMENTO COMERCIAL,M,SOLTEIRO(A),257.14,0.00,0.00,0.00,B
1470,352,5/16/94,ESTUDANTE,F,SOLTEIRO(A),228.57,0.00,0.00,0.00,A
1471,227,6/26/79,DIRETOR DE EMPRESAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),914.29,0.00,0.00,0.00,A
1472,212,4/6/85,SERVIDOR PÚBLICO FEDERAL,M,SOLTEIRO(A),3714.29,27205.64,0.00,3280.84,B
1473,222,12/25/82,SERVIDOR PÚBLICO ESTADUAL,M,SOLTEIRO(A),2628.57,11428.57,4285.71,2857.14,A
1474,64,5/4/81,EMPRESÁRIO,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1285.71,0.00,0.00,0.00,A
1475,584,9/24/92,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1000.00,0.00,0.00,0.00,A
1476,26,8/9/89,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,M,SOLTEIRO(A),463.40,0.00,0.00,0.00,A
1477,51,11/3/77,ENGENHEIRO,M,CASADO(A) COM BRASILEIRO(A) NATO(A),3200.00,10285.71,0.00,0.00,A
1478,186,1/26/93,BOLSISTA,F,SOLTEIRO(A),428.57,0.00,0.00,0.00,A
1479,289,5/1/85,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,F,CASADO(A) COM BRASILEIRO(A) NATO(A),285.71,0.00,1000.00,0.00,A
1480,57,5/18/94,ESTUDANTE,M,SOLTEIRO(A),285.71,0.00,0.00,0.00,A
1481,607,1/25/82,PROFESSOR DE PRIMEIRO E SEGUNDO GRAUS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1142.86,0.00,0.00,0.00,A
1482,180,6/27/89,ADMINISTRADOR,M,SOLTEIRO(A),1714.29,0.00,0.00,0.00,A
1483,49,11/18/61,TÉCNICO DE ELETRICIDADE,M,UNIAO ESTAVEL,2257.14,5053.94,0.00,3.12,A
1484,317,4/1/92,ANALISTA DE SISTEMAS,F,SOLTEIRO(A),1248.57,0.00,0.00,0.00,A
1485,13,4/15/87,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1971.43,0.00,0.00,0.00,C
1486,316,1/12/91,EMPRESÁRIO,M,SOLTEIRO(A),1571.43,1142.86,428.57,228.57,D
1487,122,6/2/81,PROFESSOR DE ENSINO SUPERIOR,M,SOLTEIRO(A),2960.00,2857.14,0.00,24000.00,A
1488,76,7/4/70,TRABALHADOR DE CONSTRUÇÃO CIVIL,M,SOLTEIRO(A),285.71,285.71,0.00,0.00,A
1489,117,10/30/89,SERVIDOR PÚBLICO MUNICIPAL,M,SOLTEIRO(A),1000.00,0.00,0.00,7428.57,A
1490,690,6/18/71,SOCIÓLOGO,F,CASADO(A) COM ESTRANGEIRO(A),1415.71,0.00,0.00,0.00,A
1491,97,1/24/89,ANALISTA DE SISTEMAS,M,DIVORCIADO(A),2285.71,0.00,0.00,0.00,A
1492,520,8/4/85,SERVIDOR PÚBLICO FEDERAL,F,CASADO(A) COM BRASILEIRO(A) NATO(A),1942.86,0.00,0.00,0.00,A
1493,132,6/7/93,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),571.43,0.00,0.00,0.00,A
1494,507,7/27/83,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),4135.82,0.00,0.00,536.47,A
1495,652,7/22/72,AUTÔNOMO,M,SOLTEIRO(A),571.43,0.00,0.00,0.00,A
1496,91,7/30/91,SERVIDOR PÚBLICO MUNICIPAL,M,SOLTEIRO(A),857.14,0.00,0.00,0.00,B
1497,175,1/5/82,SERVIDOR PÚBLICO FEDERAL,F,CASADO(A) COM BRASILEIRO(A) NATO(A),2285.71,0.00,0.00,0.00,A
1498,823,1/22/72,ADMINISTRADOR,M,CASADO(A) COM BRASILEIRO(A) NATO(A),2285.71,28571.43,0.00,0.00,B
1499,411,6/29/86,BIÓLOGO E BIOMÉDICO,M,SOLTEIRO(A),657.14,0.00,4571.43,0.00,A
1500,10,12/9/86,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),2057.14,1600.00,0.00,0.00,A
1501,150,7/10/87,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),871.43,0.00,0.00,0.00,A
1502,129,3/7/81,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,M,VIUVO(A),600.00,0.00,0.00,0.00,A
1503,790,3/29/79,SERVIDOR PÚBLICO FEDERAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),914.29,0.00,0.00,0.00,A
1504,892,11/17/88,ANALISTA DE SISTEMAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1738.00,0.00,0.00,0.00,A
1505,47,12/17/85,MILITAR EM GERAL,M,SOLTEIRO(A),714.29,10926.24,0.00,857.14,A
1506,881,2/4/82,GERENTE,M,SOLTEIRO(A),3386.29,0.00,1100.57,2285.71,A
1507,883,4/6/90,ANALISTA DE SISTEMAS,M,UNIAO ESTAVEL,1428.57,0.00,0.00,0.00,A
1508,944,12/25/88,EMPRESÁRIO,M,SOLTEIRO(A),542.86,3230.99,0.00,190.18,A
1509,98,11/1/88,MECÂNICO DE MANUT DE VEÍCULOS AUTOS E MÁQUINAS,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1571.43,0.00,0.00,0.00,A
1510,133,7/19/91,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,F,SOLTEIRO(A),428.57,3621.23,0.00,0.41,A
1511,230,1/10/80,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),857.14,0.00,0.00,0.00,A
1512,304,1/12/89,ADMINISTRADOR,M,SOLTEIRO(A),1285.71,65714.29,0.00,0.00,B
1513,13,5/11/60,SERVIDOR PÚBLICO ESTADUAL,M,CASADO(A) COM BRASILEIRO(A) NATO(A),1493.14,0.00,0.00,0.00,B
1514,590,2/20/89,ESTUDANTE,M,SOLTEIRO(A),1142.86,0.00,0.00,0.00,A
1515,82,9/30/87,AUTÔNOMO,M,SOLTEIRO(A),1771.43,0.00,0.00,0.00,A
1516,384,9/5/88,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),884.54,1050.19,0.00,285.71,A
1517,61,4/30/93,ANALISTA DE SISTEMAS,M,SOLTEIRO(A),571.43,0.00,0.00,0.00,A
